Lab_ID,Sample_ID,Site,System_ID,SYSTEM,DEPT,depth_cm,Soil_classification,Soil_classification2,Corg_clay_ratio,CLAY_percent,SILT_percent,SAND_percent,pH,EC,Canorg,Corg,Ntot,Corg_stocks_kg_m2,Ntot_stocks_kg_m2,soilCN_ratio,DOC,DOC_stocks_g_m2,DOC_Corg_ratio,Agg,CEC,Al_Dithionite,Mn_Dithionite,Fe_Dithionite,Al_Oxalate,Mn_Oxalate,Fe_Oxalate,Oxalate_Oxides,Dithionite_Oxides,bulk_density,Fe_Di_div_Fe_Ox,Corg_stocks_kg_m2_cm,Ntot_stocks_kg_m2_cm,DOC_stocks_g_m2_cm,Log_Corg_stocks_kg_m2,Log_DOC_stocks_g_m2,Log_Ntot_stocks_kg_m2,Log_Corg_clay_ratio,Log_EC,Log_Agg,Soil_classification_num,Log_Corg_stocks_kg_m2_cm,Log_Ntot_stocks_kg_m2_cm,Log_DOC_stocks_g_m2_cm
1036,Burg2_Ref_1 pool,Burg2,Reference,1,1,5.00,Moderate,Coarse,0.232970,11.847,26.505,61.648,7.024,114.800,0.000,2.760,0.190,1.849,0.127,14.53,284.097,19.034,0.010290,0.838,129.529,303.012,237.435,4200.735,563.849,325.570,2046.737,2610.586,4503.747,1.340,2.052,0.370,0.026,3.807,0.267,1.280,-0.896,-0.633,2.060,-0.077,1.00,-0.43,-1.59,0.58
1045,Eis_Ref_1 pool,Eis,Reference,1,1,5.00,Moderate,Coarse,0.355729,15.152,29.276,55.572,6.697,61.100,0.000,5.390,0.400,2.506,0.186,13.48,413.844,19.244,0.007680,0.932,34.501,2109.626,346.303,9027.875,3626.797,396.271,5587.811,9214.608,11137.501,0.930,1.616,0.501,0.037,3.849,0.399,1.284,-0.730,-0.449,1.786,-0.031,1.00,-0.30,-1.43,0.59
1072,Lack1_Ref_1 pool,Lack1,Reference,1,1,5.00,Moderate,Coarse,0.235690,15.444,23.538,61.018,7.369,203.000,0.000,3.640,0.270,3.276,0.243,13.48,447.667,40.290,0.012300,0.894,140.309,450.677,445.561,4611.521,861.117,603.133,2631.509,3492.626,5062.198,1.800,1.752,0.655,0.049,8.058,0.515,1.605,-0.614,-0.628,2.307,-0.049,1.00,-0.18,-1.31,0.91
1090,Man1_Ref_1 pool,Man1,Reference,1,1,5.00,Moderate,Coarse,0.195484,17.802,24.637,57.561,7.511,149.900,0.000,3.480,0.220,2.192,0.139,15.82,371.840,23.426,0.010690,0.914,153.115,606.657,448.559,7588.815,764.268,566.465,1864.985,2629.253,8195.472,1.260,4.069,0.439,0.028,4.685,0.341,1.370,-0.857,-0.709,2.176,-0.039,1.00,-0.36,-1.56,0.67
1000,Abs_Ref_1 pool,Abs,Reference,1,1,5.00,Fine,Fine,0.098651,41.155,34.223,24.621,7.860,203.000,2.012,4.060,0.325,3.654,0.293,12.49,406.121,36.551,0.010000,0.867,276.731,550.790,344.964,7398.432,1343.623,361.789,1385.088,2728.711,7949.222,1.800,5.341,0.731,0.059,7.310,0.563,1.563,-0.533,-1.006,2.307,-0.062,3.00,-0.14,-1.23,0.86
1099,Man2_Ref_1 pool,Man2,Reference,1,1,5.00,Moderate,Fine,0.250284,29.886,41.483,28.631,7.655,222.000,1.519,7.480,0.630,4.638,0.391,11.87,201.198,12.474,0.002690,0.766,359.563,714.005,264.444,5887.623,2282.380,268.683,1385.944,3668.324,6601.628,1.240,4.248,0.928,0.078,2.495,0.666,1.096,-0.408,-0.602,2.346,-0.116,3.00,-0.03,-1.11,0.40
1108,Moos1_Ref_1 pool,Moos1,Reference,1,1,5.00,Moderate,Fine,0.185742,33.595,39.213,27.192,7.636,240.000,5.232,6.240,0.490,5.304,0.417,12.74,440.622,37.453,0.007060,0.905,313.598,338.971,208.083,3061.509,1143.492,115.826,1215.471,2358.963,3400.480,1.700,2.519,1.061,0.083,7.491,0.725,1.573,-0.380,-0.731,2.380,-0.043,3.00,0.03,-1.08,0.87
1144,Schach1_Ref_1 pool,Schach1,Reference,1,1,5.00,Moderate,Fine,0.080067,28.726,41.996,29.278,7.645,149.600,0.000,2.300,0.180,1.139,0.089,12.78,305.271,15.111,0.013270,0.684,170.469,874.284,623.797,11437.146,1065.727,723.205,4051.189,5116.916,12311.430,0.990,2.823,0.228,0.018,3.022,0.057,1.179,-1.051,-1.097,2.175,-0.165,3.00,-0.64,-1.75,0.48
1153,Schach2_Ref_1 pool,Schach2,Reference,1,1,5.00,Fine,Fine,0.139278,47.818,32.472,19.710,7.841,239.000,0.117,6.660,0.650,3.097,0.302,10.25,676.226,31.445,0.010150,0.913,401.607,577.951,525.680,12248.696,1263.056,560.213,6653.324,7916.380,12826.647,0.930,1.841,0.619,0.061,6.289,0.491,1.498,-0.520,-0.856,2.378,-0.040,3.00,-0.21,-1.22,0.80
1171,Ther_Ref_1 pool,Ther,Reference,1,1,5.00,Moderate,Fine,0.339298,21.515,21.644,56.840,7.775,205.000,5.915,7.300,0.810,3.395,0.377,9.01,484.683,22.538,0.006640,0.903,351.925,680.425,387.845,7972.531,2598.574,223.788,1534.230,4132.804,8652.956,0.930,5.196,0.679,0.075,4.508,0.531,1.353,-0.424,-0.469,2.312,-0.044,3.00,-0.17,-1.12,0.65
1054,Fischa_Ref_1 pool,Fischa,Reference,1,1,5.00,Medium,Medium,0.099995,21.601,55.533,22.865,7.978,173.800,1.544,2.160,0.199,1.393,0.128,10.85,312.918,20.183,0.014490,0.478,191.166,614.973,416.863,7530.745,1411.372,441.022,1453.979,2865.351,8145.718,1.290,5.179,0.279,0.026,4.037,0.144,1.305,-0.893,-1.000,2.240,-0.321,2.00,-0.56,-1.59,0.61
1063,Grü_Ref_1 pool,Gru,Reference,1,1,5.00,Medium,Medium,0.175309,20.307,59.348,20.345,8.052,192.600,1.233,3.560,0.275,2.136,0.165,12.95,437.659,26.260,0.012290,0.723,181.400,646.825,302.312,8542.402,993.490,263.387,1379.463,2372.953,9189.227,1.200,6.193,0.427,0.033,5.252,0.330,1.419,-0.783,-0.756,2.285,-0.141,2.00,-0.37,-1.48,0.72
1081,Lack2_Ref_1 pool,Lack2,Reference,1,1,5.00,Medium,Medium,0.148564,25.309,35.150,39.542,7.403,129.800,0.288,3.760,0.330,1.824,0.160,11.39,431.328,20.919,0.011470,0.903,228.682,403.700,504.316,4951.548,719.221,645.195,2718.782,3438.003,5355.248,0.970,1.821,0.365,0.032,4.184,0.261,1.321,-0.796,-0.828,2.113,-0.044,2.00,-0.44,-1.49,0.62
1117,Ro1_Ref_1 pool,Ro1,Reference,1,1,5.00,Medium,Medium,0.298917,15.322,41.000,43.679,6.518,133.200,0.000,4.580,0.370,2.519,0.204,12.38,519.166,28.554,0.011340,0.955,103.418,475.970,393.282,5497.874,707.364,458.905,2396.810,3104.174,5973.844,1.100,2.294,0.504,0.041,5.711,0.401,1.456,-0.690,-0.524,2.125,-0.020,2.00,-0.30,-1.39,0.76
1126,Ro2_Ref_1 pool,Ro2,Reference,1,1,5.00,Medium,Medium,0.118372,22.894,54.088,23.018,6.962,145.200,0.097,2.710,0.240,1.883,0.167,11.29,340.033,23.632,0.012550,0.843,152.738,615.794,514.893,8473.959,901.316,539.097,3125.276,4026.592,9089.753,1.390,2.711,0.377,0.033,4.727,0.275,1.374,-0.777,-0.927,2.162,-0.074,2.00,-0.42,-1.48,0.67
1135,Sb_Ref_1 pool,Sb,Reference,1,1,5.00,Medium,Medium,0.201664,20.678,66.406,12.916,7.926,192.600,2.591,4.170,0.290,2.836,0.197,14.38,479.654,32.616,0.011500,0.817,218.970,395.092,250.263,6289.376,704.790,179.597,904.236,1609.026,6684.468,1.360,6.955,0.567,0.039,6.523,0.453,1.513,-0.706,-0.695,2.285,-0.088,2.00,-0.25,-1.40,0.81
1162,St_Ref_1 pool,St,Reference,1,1,5.00,Medium,Medium,0.148903,22.565,54.748,22.687,7.739,175.100,0.485,3.360,0.270,2.268,0.182,12.44,424.104,28.627,0.012620,0.826,174.341,637.459,342.187,6084.463,1152.517,328.472,1484.052,2636.569,6721.922,1.350,4.100,0.454,0.037,5.725,0.356,1.457,-0.740,-0.827,2.243,-0.083,2.00,-0.34,-1.44,0.76
1180,Um_Ref_1 pool,Um,Reference,1,1,5.00,Medium,Medium,0.323577,23.642,50.998,25.360,7.753,304.000,0.424,7.650,0.680,3.022,0.269,11.25,506.325,20.000,0.006620,0.906,146.022,904.537,515.575,10541.688,1035.902,583.908,3058.041,4093.943,11446.225,0.790,3.447,0.604,0.054,4.000,0.480,1.301,-0.570,-0.490,2.483,-0.043,2.00,-0.22,-1.27,0.60
1016,Au2_St_2 pool,Au2,Standard,2,2,15.00,Moderate,Coarse,0.106857,11.885,19.307,68.807,6.712,35.100,0.000,1.270,0.096,2.934,0.222,13.23,130.431,30.130,0.010270,0.338,57.065,452.873,226.576,5140.637,621.553,292.956,1608.862,2230.415,5593.510,1.540,3.195,0.196,0.015,2.009,0.467,1.479,-0.654,-0.971,1.545,-0.471,1.00,-0.71,-1.83,0.30
1034,Burg2_St_2 pool,Burg2,Standard,2,2,15.00,Moderate,Coarse,0.126269,11.325,22.076,66.599,6.967,55.300,0.000,1.430,0.078,3.239,0.177,18.33,165.399,37.463,0.011570,0.395,69.015,384.025,504.616,4862.489,575.196,290.710,2391.692,2966.888,5246.514,1.510,2.033,0.216,0.012,2.498,0.510,1.574,-0.752,-0.899,1.743,-0.403,1.00,-0.67,-1.93,0.40
1070,Lack1_St_2 pool,Lack1,Standard,2,2,15.00,Moderate,Coarse,0.116043,8.359,29.260,62.381,6.143,36.500,0.000,0.970,0.070,1.906,0.138,13.86,230.392,45.272,0.023750,0.598,16.095,538.139,413.394,3381.392,662.201,510.108,1475.794,2137.995,3919.531,1.310,2.291,0.127,0.009,3.018,0.280,1.656,-0.860,-0.935,1.562,-0.223,1.00,-0.90,-2.04,0.48
1088,Man1_St_2 pool,Man1,Standard,2,2,15.00,Moderate,Coarse,0.075199,19.681,27.279,53.040,7.244,53.400,0.247,1.480,0.130,3.152,0.277,11.39,144.476,30.773,0.009760,0.369,131.709,600.584,449.101,7869.638,858.032,607.016,2165.363,3023.395,8470.222,1.420,3.634,0.210,0.019,2.052,0.499,1.488,-0.558,-1.124,1.728,-0.433,1.00,-0.68,-1.73,0.31
1169,Ther_St_2 pool,Ther,Standard,2,2,15.00,Moderate,Coarse,0.227900,18.473,22.371,59.156,7.801,110.600,6.471,4.210,0.400,7.515,0.714,10.53,210.398,37.556,0.005000,0.718,279.639,647.529,341.090,7529.026,2940.855,119.142,1445.299,4386.154,8176.555,1.190,5.209,0.501,0.048,2.504,0.876,1.575,-0.146,-0.642,2.044,-0.144,1.00,-0.30,-1.32,0.40
998,Abs_St_2 pool,Abs,Standard,2,2,15.00,Fine,Fine,0.041453,51.384,37.201,11.415,7.850,116.500,1.378,2.130,0.165,4.505,0.349,12.91,116.431,24.625,0.005470,0.716,319.880,807.570,440.466,10636.363,1910.069,496.793,2087.038,3997.107,11443.933,1.410,5.096,0.300,0.023,1.642,0.654,1.391,-0.457,-1.382,2.066,-0.145,3.00,-0.52,-1.63,0.22
1007,Au1_St_2 pool,Au1,Standard,2,2,15.00,Moderate,Fine,0.120115,25.642,23.265,51.094,7.948,113.100,3.378,3.080,0.166,6.976,0.376,18.55,152.171,34.467,0.004940,0.532,249.327,352.599,217.974,3102.884,1081.647,235.203,1134.607,2216.254,3455.483,1.510,2.735,0.465,0.025,2.298,0.844,1.537,-0.425,-0.920,2.053,-0.274,3.00,-0.33,-1.60,0.36
1025,Burg1_St_2 pool,Burg1,Standard,2,2,15.00,Moderate,Fine,0.094100,23.273,25.574,51.153,6.851,64.100,0.000,2.190,0.150,4.303,0.295,14.60,171.007,33.603,0.007810,0.384,170.400,646.315,430.165,10483.721,1042.451,446.624,2205.238,3247.689,11130.036,1.310,4.754,0.287,0.020,2.240,0.634,1.526,-0.530,-1.026,1.807,-0.416,3.00,-0.54,-1.71,0.35
1097,Man2_St_2 pool,Man2,Standard,2,2,15.00,Moderate,Fine,0.087722,36.821,52.848,10.331,7.548,159.500,1.095,3.230,0.250,6.008,0.465,12.92,188.733,35.104,0.005840,0.474,312.357,861.500,391.105,9260.505,2122.840,404.961,3759.993,5882.833,10122.005,1.240,2.463,0.401,0.031,2.340,0.779,1.545,-0.333,-1.057,2.203,-0.324,3.00,-0.40,-1.51,0.37
1106,Moos1_St_2 pool,Moos1,Standard,2,2,15.00,Moderate,Fine,0.124304,34.110,45.889,20.001,7.504,179.700,6.115,4.240,0.290,8.904,0.609,14.62,258.575,54.301,0.006100,0.601,310.218,379.313,220.231,3073.726,1298.623,135.921,1354.615,2653.238,3453.039,1.400,2.269,0.594,0.041,3.620,0.950,1.735,-0.215,-0.906,2.255,-0.221,3.00,-0.23,-1.39,0.56
1124,Ro2_St_2 pool,Ro2,Standard,2,2,15.00,Moderate,Fine,0.043916,30.718,50.809,18.473,6.445,54.000,0.000,1.349,0.099,2.934,0.215,13.63,157.416,34.238,0.011670,0.560,145.708,843.635,356.783,10435.558,1331.473,474.931,2894.568,4226.041,11279.193,1.450,3.605,0.196,0.014,2.283,0.467,1.535,-0.668,-1.357,1.732,-0.252,3.00,-0.71,-1.84,0.36
1142,Schach1_St_2 pool,Schach1,Standard,2,2,15.00,Moderate,Fine,0.031246,30.404,40.212,29.384,7.479,100.500,0.000,0.950,0.060,1.625,0.103,15.83,259.065,44.300,0.027270,0.411,159.001,898.144,647.602,11847.781,2521.889,737.207,3402.990,5924.879,12745.925,1.140,3.482,0.108,0.007,2.953,0.211,1.646,-0.987,-1.505,2.002,-0.386,3.00,-0.97,-2.17,0.47
1151,Schach2_St_2 pool,Schach2,Standard,2,2,15.00,Fine,Fine,0.066155,46.255,38.675,15.070,7.943,147.900,0.352,3.060,0.280,5.462,0.500,10.93,176.031,31.422,0.005750,0.726,382.071,755.567,735.538,15008.394,1206.182,778.561,5546.683,6752.865,15763.961,1.190,2.706,0.364,0.033,2.095,0.737,1.497,-0.301,-1.179,2.170,-0.139,3.00,-0.44,-1.48,0.32
1043,Eis_St_2 pool,Eis,Standard,2,2,15.00,Medium,Medium,0.202187,16.371,31.705,51.924,6.519,58.100,0.000,3.310,0.223,6.107,0.411,14.84,267.151,49.289,0.008070,0.707,43.855,1810.769,465.654,8339.359,3407.568,599.023,6067.334,9474.902,10150.128,1.230,1.374,0.407,0.027,3.286,0.786,1.693,-0.386,-0.694,1.764,-0.151,2.00,-0.39,-1.56,0.52
1052,Fischa_St_2 pool,Fischa,Standard,2,2,15.00,Medium,Medium,0.056618,26.670,56.298,17.031,7.950,121.700,0.262,1.510,0.088,2.718,0.158,17.16,124.562,22.421,0.008250,0.206,205.444,785.323,478.673,8933.915,1647.376,575.760,1770.339,3417.715,9719.238,1.200,5.046,0.181,0.011,1.495,0.434,1.351,-0.801,-1.247,2.085,-0.686,2.00,-0.74,-1.97,0.17
1061,Grü_St_2 pool,Grü,Standard,2,2,15.00,Medium,Medium,0.051821,20.648,55.351,24.001,7.838,124.000,2.237,1.070,0.061,2.167,0.124,17.54,169.974,34.420,0.015890,0.213,146.196,555.979,264.590,6679.319,897.340,235.567,1312.867,2210.207,7235.298,1.350,5.088,0.145,0.008,2.295,0.336,1.537,-0.907,-1.285,2.093,-0.672,2.00,-0.84,-2.09,0.36
1079,Lack2_St_2 pool,Lack2,Standard,2,2,15.00,Medium,Medium,0.060300,25.705,31.872,42.422,7.750,124.300,0.193,1.550,0.140,3.185,0.288,11.07,178.308,36.642,0.011500,0.674,186.800,502.490,587.970,6149.662,815.353,704.352,3101.501,3916.854,6652.152,1.370,1.983,0.212,0.019,2.443,0.503,1.564,-0.541,-1.220,2.094,-0.171,2.00,-0.67,-1.72,0.39
1115,Ro1_St_2 pool,Ro1,Standard,2,2,15.00,Medium,Medium,0.184428,11.495,39.996,48.509,5.933,103.400,0.000,2.120,0.170,4.452,0.357,12.47,203.752,42.788,0.009610,0.671,79.276,537.535,476.301,5206.315,814.710,538.660,2293.473,3108.183,5743.850,1.400,2.270,0.297,0.024,2.853,0.649,1.631,-0.447,-0.734,2.015,-0.173,2.00,-0.53,-1.62,0.46
1133,Sb_St_2 pool,Sb,Standard,2,2,15.00,Medium,Medium,0.058423,20.540,65.668,13.792,7.931,117.900,2.896,1.200,0.080,2.394,0.160,15.00,131.881,26.310,0.010990,0.132,154.447,401.771,259.192,6382.063,783.199,205.503,940.360,1723.559,6783.834,1.330,6.787,0.160,0.011,1.754,0.379,1.420,-0.796,-1.233,2.072,-0.879,2.00,-0.80,-1.97,0.24
1160,St_St_2 pool,St,Standard,2,2,15.00,Medium,Medium,0.082231,19.579,55.484,24.937,7.731,124.200,0.716,1.610,0.108,2.922,0.196,14.91,158.085,28.692,0.009820,0.448,159.860,655.850,333.376,6472.131,1247.241,307.192,1265.392,2512.633,7127.981,1.210,5.115,0.195,0.013,1.913,0.466,1.458,-0.708,-1.085,2.094,-0.349,2.00,-0.71,-1.88,0.28
1178,Um_St_2 pool,Um,Standard,2,2,15.00,Medium,Medium,0.044385,24.107,63.040,12.853,7.080,55.000,0.324,1.070,0.080,2.119,0.158,13.38,173.647,34.382,0.016230,0.316,225.255,1023.241,612.904,10820.430,854.356,478.370,2809.371,3663.727,11843.671,1.320,3.852,0.141,0.011,2.292,0.326,1.536,-0.801,-1.353,1.740,-0.500,2.00,-0.85,-1.97,0.36
1013,Au2_P_2 pool,Au2,Pioneer,0,2,15.00,Moderate,Coarse,0.160203,14.981,18.727,66.292,7.277,83.200,0.000,2.400,0.198,4.896,0.404,12.12,260.053,53.051,0.010840,0.761,113.110,339.711,214.144,4432.677,598.239,304.670,1639.540,2237.779,4772.388,1.360,2.704,0.326,0.027,3.537,0.690,1.725,-0.394,-0.795,1.920,-0.119,1.00,-0.49,-1.57,0.55
1031,Burg2_P_2 pool,Burg2,Pioneer,0,2,15.00,Moderate,Coarse,0.117015,14.699,25.472,59.829,7.277,101.400,0.000,1.720,0.135,3.431,0.269,12.74,185.047,36.917,0.010760,0.491,109.580,329.341,264.596,5026.814,598.604,329.110,2789.121,3387.725,5356.155,1.330,1.802,0.229,0.018,2.461,0.535,1.567,-0.570,-0.932,2.006,-0.309,1.00,-0.64,-1.74,0.39
1040,Eis_P_2 pool,Eis,Pioneer,0,2,15.00,Moderate,Coarse,0.385822,14.981,26.346,58.673,7.197,106.300,0.000,5.780,0.383,10.057,0.666,15.09,472.246,82.171,0.008170,0.944,76.521,1803.181,437.362,7506.884,3802.096,546.156,5385.954,9188.050,9310.065,1.160,1.394,0.671,0.044,5.478,1.002,1.915,-0.177,-0.414,2.027,-0.025,1.00,-0.17,-1.35,0.74
1067,Lack1_P_2 pool,Lack1,Pioneer,0,2,15.00,Moderate,Coarse,0.109011,9.999,27.765,62.236,7.308,67.700,0.000,1.090,0.070,2.322,0.149,15.57,256.712,54.680,0.023550,0.751,61.342,461.471,431.393,3492.472,770.890,576.382,1676.939,2447.829,3953.943,1.420,2.083,0.155,0.010,3.645,0.366,1.738,-0.827,-0.963,1.831,-0.124,1.00,-0.81,-2.00,0.56
1166,Ther_P_2 pool,Ther,Pioneer,0,2,15.00,Moderate,Coarse,0.307919,15.621,23.014,61.365,7.847,136.800,6.323,4.810,0.540,9.812,1.102,8.91,359.385,73.315,0.007470,0.798,289.536,604.824,358.683,6504.360,2632.524,163.869,1480.807,4113.331,7109.184,1.360,4.392,0.654,0.073,4.888,0.992,1.865,0.042,-0.512,2.136,-0.098,1.00,-0.18,-1.13,0.69
995,Abs_P_2 pool,Abs,Pioneer,0,2,15.00,Fine,Fine,0.046681,51.841,36.933,11.226,7.785,126.800,1.298,2.420,0.176,4.392,0.319,13.75,143.438,26.034,0.005930,0.814,330.934,793.552,453.646,10844.805,1883.731,490.408,2095.763,3979.494,11638.357,1.210,5.175,0.293,0.021,1.736,0.643,1.416,-0.496,-1.331,2.103,-0.089,3.00,-0.53,-1.67,0.24
1004,Au1_P_2 pool,Au1,Pioneer,0,2,15.00,Moderate,Fine,0.118337,31.013,26.047,42.940,7.858,138.800,3.275,3.670,0.298,7.101,0.577,12.32,297.571,57.580,0.008110,0.657,284.653,359.186,216.185,3202.695,1101.959,259.880,1338.673,2440.632,3561.881,1.290,2.392,0.473,0.038,3.839,0.851,1.760,-0.239,-0.927,2.142,-0.182,3.00,-0.32,-1.42,0.58
1085,Man1_P_2 pool,Man1,Pioneer,0,2,15.00,Moderate,Fine,0.108378,20.207,27.647,52.146,7.286,83.800,0.000,2.190,0.170,4.533,0.352,12.88,170.643,35.323,0.007790,0.457,145.577,621.145,488.150,7937.456,748.105,527.642,1861.060,2609.165,8558.601,1.380,4.265,0.302,0.024,2.355,0.656,1.548,-0.453,-0.965,1.923,-0.340,3.00,-0.52,-1.63,0.37
1094,Man2_P_2 pool,Man2,Pioneer,0,2,15.00,Moderate,Fine,0.092411,30.516,54.983,14.501,7.431,189.400,1.760,2.820,0.240,5.499,0.468,11.75,194.539,37.935,0.006900,0.356,300.055,882.110,448.230,11030.217,1862.751,493.672,3140.384,5003.135,11912.327,1.300,3.512,0.367,0.031,2.529,0.740,1.579,-0.330,-1.034,2.277,-0.449,3.00,-0.44,-1.51,0.40
